Store_Ratio,Basket_Ratio,Store_Score,Score_2,Score_3,Score_4
0.411,0.8009999999999999,-7.006,0.0901,0.0723,105.051
0.501,0.0921,-26.609,0.12,0.175,139.14
0.411,0.0638,-26.525,0.102,0.291,69.557
0.726,0.599,-10.771,0.122,0.154,96.009
0.41,0.9,-4.249,0.3389999999999999,0.5579999999999999,176.96200000000002
0.556,0.561,-6.933,0.293,0.518,73.544
0.176,0.103,-23.508000000000003,0.119,0.038,77.862
0.498,0.432,-14.386,0.136,0.365,135.015
0.308,0.4639999999999999,-9.032,0.143,0.318,103.734
0.68,0.76,-8.338,0.0635,0.256,90.04
0.471,0.494,-10.407,0.617,0.373,79.255
0.628,0.8140000000000001,-5.742999999999999,0.138,0.107,125.016
0.254,0.0157,-24.851,0.105,0.257,205.294
0.496,0.711,-11.327,0.248,0.192,131.834
0.135,0.0385,-29.121,0.111,0.0329,70.439
0.6709999999999999,0.878,-4.735,0.0926,0.967,128.904
0.633,0.2,-14.842,0.124,0.495,114.208
0.3929999999999999,0.163,-19.789,0.127,0.0969999999999999,134.85299999999998
0.532,0.418,-10.434,0.0813,0.366,139.91
0.384,0.0117,-31.364,0.105,0.1669999999999999,100.713
0.407,0.417,-4.9,0.106,0.335,157.06
0.285,0.613,-8.934,0.103,0.456,161.775
0.1369999999999999,0.0308,-30.158,0.126,0.0389,83.557
0.889,0.25,-9.799,0.1639999999999999,0.471,93.988
0.585,0.0359,-22.913,0.115,0.135,135.002
0.517,0.47,-7.827000000000001,0.0883,0.25,75.982
0.122,0.238,-18.753,0.122,0.218,86.55
0.626,0.36,-11.369000000000002,0.113,0.434,169.919
0.52,0.494,-9.684,0.108,0.474,90.975
0.1369999999999999,0.0704,-23.522,0.072,0.0384,97.291
0.085,0.0181,-27.377,0.0906,0.0353,84.041
0.379,0.833,-1.882,0.123,0.494,169.926
0.178,0.222,-20.304,0.119,0.0332,73.39699999999999
0.7440000000000001,0.2319999999999999,-13.419,0.13,0.445,90.01100000000001
0.746,0.726,-4.765,0.302,0.841,119.982
0.511,0.93,-5.172999999999999,0.4029999999999999,0.8809999999999999,153.376
0.379,0.023,-29.144,0.109,0.1639999999999999,75.609
0.569,0.63,-10.144,0.111,0.201,133.849
0.856,0.301,-6.71,0.11,0.5589999999999999,94.011
0.3829999999999999,0.21,-17.512,0.0937,0.0547,119.997
0.597,0.7290000000000001,-4.023,0.136,0.882,75.149
0.264,0.436,-11.04,0.5820000000000001,0.507,172.3
0.455,0.929,-3.295,0.226,0.484,89.78200000000001
0.916,0.703,-5.306,0.109,0.846,130.02
0.7859999999999999,0.56,-9.385,0.081,0.7020000000000001,173.97299999999998
0.409,0.916,-3.181,0.125,0.12,147.171
0.3879999999999999,0.0212,-27.574,0.113,0.215,92.012
0.0724,0.949,-16.442999999999998,0.906,0.0137,176.93599999999998
0.602,0.348,-13.273,0.301,0.309,77.01100000000001
0.114,0.309,-19.155,0.0814,0.032,98.801
0.211,0.0106,-30.884,0.0934,0.0394,67.363
0.73,0.356,-10.137,0.3829999999999999,0.266,88.01100000000001
0.547,0.718,-8.309,0.0718,0.868,137.97799999999998
0.7929999999999999,0.5720000000000001,-10.888,0.0208,0.825,88.96600000000001
0.7709999999999999,0.322,-12.924,0.293,0.7509999999999999,79.997
0.764,0.6459999999999999,-9.349,0.0823,0.8859999999999999,116.115
0.516,0.7340000000000001,-5.59,0.088,0.0386,75.012
0.183,0.308,-11.432,0.0998,0.0622,169.463
0.326,0.00998,-31.515,0.172,0.0392,65.827
0.4629999999999999,0.0392,-29.075,0.1119999999999999,0.67,82.333
0.653,0.5770000000000001,-6.858,0.104,0.358,113.108
0.614,0.715,-6.4510000000000005,0.102,0.231,117.956
0.115,1.0,-16.389,0.935,1e-05,151.129
0.536,0.591,-10.219,0.3429999999999999,0.0725,158.009
0.5539999999999999,0.978,-3.554,0.0731,0.594,135.095
0.588,0.883,-2.818,0.201,0.6940000000000001,107.004
0.5770000000000001,0.809,-4.371,0.14,0.547,79.413
0.36,0.505,-9.129,0.172,0.317,74.807
0.637,0.8109999999999999,-11.345,0.107,0.552,112.053
0.742,0.491,-9.669,0.0789,0.449,149.984
0.485,0.038,-23.126,0.0933,0.134,80.737
0.3389999999999999,0.972,-5.26,0.365,0.125,200.113
0.621,0.1989999999999999,-13.788,0.107,0.178,128.905
0.364,0.0956,-23.637,0.119,0.275,180.14
0.721,0.337,-10.595999999999998,0.168,0.39,170.053
0.4429999999999999,0.5820000000000001,-11.357,0.102,0.382,81.831
0.865,0.69,-9.15,0.155,0.6829999999999999,114.1
0.743,0.74,-5.341,0.236,0.8320000000000001,150.061
0.155,0.1009999999999999,-24.592,0.0969,0.0271,139.744
0.259,0.127,-21.331,0.089,0.0726,100.195
0.384,0.0117,-31.364,0.105,0.1669999999999999,100.713
0.0865,0.0431,-27.487,0.0901,0.0388,71.248
0.843,0.675,-7.111000000000001,0.0639,0.964,76.956
0.401,0.173,-14.466,0.1369999999999999,0.149,79.643
0.81,0.268,-16.733,0.0943,0.625,99.686
0.489,0.423,-11.612,0.138,0.98,202.082
0.8340000000000001,0.738,-6.904,0.0797,0.6559999999999999,89.99
0.757,0.537,-10.226,0.321,0.928,80.031
0.114,0.0178,-31.477,0.102,0.0769,74.44800000000001
0.596,0.327,-11.569,0.2319999999999999,0.65,102.198
0.133,0.953,-5.047,0.35,0.158,89.829
0.473,0.316,-14.581,0.212,0.278,133.696
0.5529999999999999,0.24,-19.522,0.0932,0.1639999999999999,128.986
0.7979999999999999,0.62,-7.079,0.1119999999999999,0.235,120.031
0.765,0.1689999999999999,-18.361,0.0981,0.58,139.905
0.0809,0.129,-25.228,0.111,0.0347,83.93799999999999
0.162,0.0167,-33.191,0.0868,0.0376,130.542
0.8170000000000001,0.3989999999999999,-9.067,0.156,0.561,139.939
0.293,0.00502,-36.81,0.109,0.0519,128.92700000000002
0.6409999999999999,0.324,-5.851,0.3279999999999999,0.273,110.184
0.762,0.7,-6.021,0.153,0.608,116.073
0.569,0.41,-8.673,0.1119999999999999,0.143,125.902
0.325,0.315,-9.265,0.107,0.252,169.847
0.722,0.922,-4.243,0.4379999999999999,0.297,125.07
0.217,0.0693,-28.017,0.108,0.0782,64.241
0.43,0.7040000000000001,-8.008,0.0933,0.703,118.242
0.18,0.0311,-30.638,0.1,0.138,160.009
0.55,0.208,-17.36,0.174,0.04,108.918
0.3989999999999999,0.955,-5.593,0.0759,0.152,95.498
0.7120000000000001,0.748,-4.8660000000000005,0.203,0.845,122.22
0.424,0.0421,-24.15,0.113,0.379,92.404
0.637,0.544,-6.855,0.213,0.7020000000000001,91.783
0.467,0.7609999999999999,-5.893,0.0666,0.257,145.241
0.425,0.957,-3.654,0.166,0.599,171.95
0.5479999999999999,0.161,-14.991,0.102,0.309,80.069
0.4,0.2189999999999999,-12.557,0.0934,0.238,127.185
0.636,0.674,-6.622999999999999,0.145,0.8140000000000001,82.985
0.3989999999999999,0.0385,-18.913,0.102,0.179,168.72099999999998
0.6890000000000001,0.795,-4.633,0.123,0.513,126.082
0.078,0.4629999999999999,-22.575,0.179,0.0239,84.48899999999999
0.5589999999999999,0.594,-4.646,0.1119999999999999,0.19,94.975
0.7120000000000001,0.225,-13.952,0.107,0.41,112.98
0.15,0.00133,-47.576,0.1,0.0369,135.636
0.519,0.0122,-23.489,0.0934,0.359,113.745
0.55,0.6659999999999999,-4.691,0.136,0.487,87.041
0.489,0.955,-2.7710000000000004,0.3339999999999999,0.815,129.352
0.546,0.979,-4.496,0.0689,0.18,120.028
0.296,0.0179,-32.339,0.106,0.0727,73.942
0.4479999999999999,0.7190000000000001,-2.5980000000000003,0.231,0.449,91.818
0.397,0.2689999999999999,-13.249,0.111,0.0514,116.938
0.593,0.187,-9.614,0.0875,0.345,131.032
0.725,0.4379999999999999,-9.602,0.0842,0.76,83.984
0.8109999999999999,0.5870000000000001,-10.091,0.173,0.758,110.027
0.639,0.923,-5.707999999999999,0.0879,0.7609999999999999,97.874
0.405,0.8440000000000001,-6.882000000000001,0.123,0.0654,119.995
0.183,0.193,-14.774,0.1169999999999999,0.225,79.938
0.162,0.00719,-32.384,0.108,0.0551,77.407
0.191,0.13,-28.665,0.102,0.0359,140.828
0.4579999999999999,0.0273,-26.902,0.113,0.3379999999999999,69.283
0.7809999999999999,0.295,-9.558,0.124,0.4479999999999999,119.979
0.401,0.0419,-29.581,0.11,0.372,120.66
0.467,0.4379999999999999,-11.3,0.098,0.45,89.919
0.903,0.469,-10.429,0.0895,0.523,126.024
0.503,0.4379999999999999,-7.82,0.0925,0.477,77.59
0.721,0.6809999999999999,-6.265,0.159,0.495,144.349
0.752,0.733,-6.942,0.384,0.529,135.957
0.8079999999999999,0.535,-12.521,0.158,0.848,114.031
0.1939999999999999,0.0958,-25.425,0.096,0.0742,78.342
0.782,0.685,-6.237,0.16,0.603,118.016
0.602,0.609,-7.803,0.127,0.337,93.06
0.816,0.726,-3.998,0.372,0.65,136.048
0.5660000000000001,0.664,-5.303,0.1159999999999999,0.437,128.945
0.731,0.857,-13.358,0.0772,0.691,95.879
0.377,0.132,-16.557000000000002,0.1119999999999999,0.282,84.883
0.611,0.5479999999999999,-8.615,0.3929999999999999,0.5529999999999999,97.899
0.715,0.6579999999999999,-12.567,0.0878,0.835,157.488
0.655,0.736,-7.984,0.892,0.8909999999999999,87.01799999999999
0.902,0.411,-5.311,0.119,0.667,84.07
0.143,0.00439,-33.568000000000005,0.08,0.1159999999999999,73.055
0.536,0.8079999999999999,-13.407,0.1169999999999999,0.6779999999999999,122.408
0.633,0.368,-9.061,0.0768,0.345,105.044
0.368,0.5870000000000001,-6.676,0.149,0.391,143.687
0.5329999999999999,0.0492,-19.517,0.119,0.166,96.842
0.73,0.65,-5.735,0.078,0.951,102.017
0.795,0.18,-12.293,0.621,0.611,94.02
0.784,0.905,-4.171,0.0928,0.925,92.526
0.461,0.604,-10.76,0.271,0.794,93.849
0.5670000000000001,0.619,-9.082,0.083,0.3879999999999999,137.129
0.473,0.5429999999999999,-8.112,0.0871,0.352,143.965
0.5920000000000001,0.502,-8.65,0.205,0.289,164.685
0.626,0.601,-6.4,0.1119999999999999,0.181,120.046
0.562,0.605,-6.082000000000001,0.156,0.433,98.017
0.754,0.913,-6.522,0.127,0.517,128.003
0.252,0.0117,-29.444000000000003,0.103,0.252,71.929
0.6890000000000001,0.521,-5.845,0.108,0.178,95.055
0.24,0.0394,-32.821,0.0965,0.251,82.29700000000001
0.427,0.843,-4.54,0.179,0.304,147.387
0.738,0.8220000000000001,-3.693,0.0444,0.72,99.943
0.371,0.966,-3.796,0.0916,0.4579999999999999,143.27100000000002
0.77,0.246,-12.508,0.138,0.283,96.01
0.802,0.421,-9.047,0.289,0.649,130.07399999999998
0.251,0.2339999999999999,-12.63,0.105,0.1889999999999999,76.959
0.17,0.89,-3.5810000000000004,0.107,0.233,178.46400000000003
0.0644,0.0435,-29.052,0.108,0.0493,59.094
0.105,0.104,-18.983,0.0991,0.0317,86.801
0.145,0.0576,-24.488000000000003,0.0974,0.0314,137.82399999999998
0.6659999999999999,0.737,-4.763999999999999,0.0769,0.478,98.001
0.485,0.7390000000000001,-4.269,0.0954,0.54,147.804
0.4679999999999999,0.193,-18.219,0.104,0.193,87.99
0.507,0.7240000000000001,-4.503,0.2739999999999999,0.581,77.48899999999999
0.782,0.8270000000000001,-4.218999999999999,0.226,0.498,104.032
0.664,0.825,-5.714,0.0472,0.8009999999999999,140.024
0.268,0.0516,-21.45,0.126,0.0374,172.42700000000002
0.324,0.976,-5.231,0.293,0.4629999999999999,166.93900000000002
0.424,0.0577,-25.12,0.13,0.11,114.351
0.698,0.72,-7.996,0.106,0.3929999999999999,170.106
0.466,0.593,-10.981,0.136,0.163,110.172
0.607,0.281,-15.041,0.1159999999999999,0.414,151.986
0.182,0.179,-21.297,0.107,0.0374,81.03699999999999
0.7040000000000001,0.214,-15.713,0.078,0.541,120.02
0.581,0.39,-11.531,0.294,0.4529999999999999,79.945
0.4679999999999999,0.0282,-28.772,0.141,0.3289999999999999,95.767
0.541,0.45,-8.383,0.18,0.33,91.927
0.638,0.851,-9.596,0.105,0.499,184.884
0.682,0.153,-10.925999999999998,0.109,0.42,143.864
0.405,0.0289,-28.138,0.144,0.133,157.216
0.532,0.7829999999999999,-5.697,0.161,0.643,124.08
0.449,0.952,-5.634,0.3989999999999999,0.6459999999999999,123.472
0.629,0.795,-6.02,0.132,0.6,110.583
0.195,0.111,-19.249,0.0728,0.0474,109.47
0.74,0.923,-5.082,0.0825,0.93,128.871
0.281,0.0070599999999999,-33.228,0.071,0.125,75.297
0.768,0.627,-6.84,0.741,0.774,130.061
0.3939999999999999,0.1939999999999999,-10.039,0.106,0.185,119.55
0.62,0.935,-2.501,0.898,0.386,145.963
0.648,0.947,-6.617000000000001,0.105,0.602,113.255
0.5920000000000001,0.977,-3.389,0.0703,0.496,126.178
0.271,0.92,-2.89,0.316,0.36,83.766
0.584,0.621,-5.702999999999999,0.389,0.634,92.003
0.504,0.0574,-30.604,0.0923,0.0557,124.024
0.852,0.7909999999999999,-7.028,0.139,0.955,109.976
0.494,0.95,-5.528,0.19,0.15,115.087
0.357,0.00196,-28.724,0.104,0.253,97.628
0.71,0.989,-1.514,0.078,0.285,127.982
0.894,0.7909999999999999,-4.699,0.0388,0.583,105.018
0.415,0.618,-15.454,0.344,0.319,81.915
0.401,0.0419,-29.581,0.11,0.372,120.66
0.475,0.818,-4.533,0.419,0.311,160.032
0.69,0.873,-1.66,0.0526,0.599,114.03
0.488,0.4429999999999999,-11.227,0.1,0.564,152.234
0.361,0.0156,-29.853,0.108,0.0717,123.646
0.376,0.268,-13.481,0.207,0.337,119.231
0.7709999999999999,0.1689999999999999,-13.075,0.0936,0.133,179.77200000000002
0.775,0.861,-7.113,0.1989999999999999,0.964,98.649
0.0652,0.00656,-33.65,0.131,0.0969999999999999,64.789
0.262,0.0569,-26.695,0.107,0.351,177.27700000000002
0.275,0.0289999999999999,-26.149,0.115,0.244,92.59
0.636,0.5660000000000001,-7.16,0.0917,0.425,151.894
0.409,0.00926,-23.556,0.106,0.176,73.085
0.42,0.156,-23.505,0.11,0.133,134.623
0.6559999999999999,0.308,-9.244,0.156,0.3339999999999999,74.99600000000001
0.639,0.569,-7.236000000000001,0.108,0.616,142.967
0.299,0.0319,-30.624,0.105,0.0975,105.922
0.7859999999999999,0.321,-11.505999999999998,0.107,0.466,142.56799999999998
0.64,0.275,-9.651,0.1669999999999999,0.33,87.991
0.424,0.0577,-25.12,0.13,0.11,114.351
0.629,0.6920000000000001,-7.805,0.119,0.498,129.98
0.188,0.0521,-25.764,0.111,0.0686,125.401
0.848,0.768,-5.386,0.195,0.777,118.961
0.606,0.799,-4.452,0.15,0.638,103.014
0.843,0.893,-5.653,0.32,0.649,116.302
0.634,0.838,-5.363,0.0522,0.541,95.011
0.625,0.752,-6.537000000000001,0.111,0.172,126.047
0.863,0.303,-13.411,0.2269999999999999,0.919,111.944
0.698,0.722,-14.111,0.0919,0.7759999999999999,114.847
0.287,0.1169999999999999,-20.382,0.314,0.0423,110.992
0.747,0.897,-4.257,0.0541,0.177,126.036
0.8059999999999999,0.833,-4.397,0.331,0.918,96.717
0.0,0.7859999999999999,-15.405,0.166,0.0,0.0
0.496,0.5770000000000001,-5.305,0.109,0.381,143.014
0.485,0.361,-12.743,0.208,0.6559999999999999,177.18900000000002
0.6859999999999999,0.718,-5.053999999999999,0.119,0.557,115.026
0.397,0.0233,-21.633000000000003,0.113,0.184,130.02
0.74,0.835,-3.425,0.857,0.535,123.024
0.759,0.774,-4.342,0.375,0.835,137.991
0.485,0.482,-8.875,0.0887,0.665,172.855
0.303,0.0372,-24.171,0.073,0.038,72.14699999999999
0.634,0.838,-5.363,0.0522,0.541,95.011
0.204,0.0829,-25.513,0.104,0.0469,86.135
0.401,0.185,-21.768,0.11,0.0473,175.949
0.609,0.637,-7.642,0.0701,0.5710000000000001,171.745
0.636,0.401,-11.914,0.154,0.545,104.45
0.6609999999999999,0.843,-3.117,0.3939999999999999,0.757,128.001
0.534,0.589,-1.865,0.176,0.632,78.616
0.418,0.525,-9.18,0.136,0.421,86.875
0.2319999999999999,0.0149,-34.26,0.106,0.238,215.866
0.7859999999999999,0.7859999999999999,-8.033,0.0828,0.573,99.982
0.649,0.178,-16.382,0.119,0.52,115.154
0.5820000000000001,0.33,-7.928,0.105,0.407,111.873
0.799,0.8320000000000001,-4.982,0.0888,0.745,129.99200000000002
0.65,0.138,-13.318,0.153,0.331,80.699
0.7290000000000001,0.816,-11.018,0.0866,0.962,127.053
0.416,0.634,-8.917,0.0959,0.785,167.267
0.738,0.466,-7.096,0.071,0.792,92.6
0.637,0.7490000000000001,-5.659,0.153,0.3339999999999999,99.973
0.309,0.104,-23.378,0.149,0.0779,50.32899999999999
0.8109999999999999,0.7609999999999999,-5.281000000000001,0.136,0.74,117.983
0.529,0.67,-4.663,0.3339999999999999,0.286,141.893
0.134,0.00458,-33.929,0.092,0.0863,175.166
0.596,0.633,-7.664,0.121,0.65,155.936
0.491,0.885,-4.121,0.0741,0.6409999999999999,166.99200000000002
0.765,0.499,-8.193999999999999,0.0642,0.243,160.084
0.429,0.00415,-31.749,0.134,0.4039999999999999,129.227
0.8220000000000001,0.579,-8.955,0.11,0.787,85.9
0.185,0.943,-30.931,0.938,0.000573,102.591
0.856,0.866,-3.494,0.1639999999999999,0.638,116.005
0.71,0.2019999999999999,-12.265,0.131,0.52,83.29799999999999
0.8140000000000001,0.447,-10.141,0.1159999999999999,0.251,82.008
0.769,0.349,-12.654000000000002,0.124,0.2,79.997
0.552,0.526,-9.806,0.0992,0.742,101.7
0.478,0.7340000000000001,-4.474,0.0902,0.555,164.825
0.7440000000000001,0.7190000000000001,-6.813,0.107,0.86,143.07299999999998
0.537,0.509,-9.701,0.111,0.547,64.014
0.377,0.975,-4.31,0.268,0.311,163.168
0.608,0.392,-14.797,0.184,0.41,109.962
0.305,0.264,-10.828,0.0648,0.208,172.984
0.477,0.0333,-27.919,0.107,0.2019999999999999,79.639
0.0723,0.165,-25.745,0.358,0.0877,75.1
0.473,0.349,-8.44,0.102,0.385,143.374
0.916,0.502,-9.389,0.0815,0.374,144.00799999999998
0.609,0.636,-5.144,0.105,0.5479999999999999,168.009
0.7070000000000001,0.556,-10.101,0.3879999999999999,0.746,120.028
0.631,0.875,-5.135,0.207,0.537,89.99
0.7390000000000001,0.775,-10.158,0.315,0.8959999999999999,105.123
0.7070000000000001,0.222,-11.716,0.205,0.556,110.095
0.682,0.7390000000000001,-9.886,0.0812,0.902,98.992
0.8029999999999999,0.423,-12.437,0.0928,0.469,155.994
0.779,0.557,-7.433,0.315,0.481,115.319
0.526,0.682,-3.862,0.067,0.472,171.255
0.0663,0.0975,-24.311,0.1169999999999999,0.0332,72.508
0.8059999999999999,0.93,-3.404,0.106,0.6659999999999999,100.016
0.732,0.708,-6.801,0.0773,0.617,119.967
0.8,0.795,-2.772,0.225,0.539,114.911
0.4579999999999999,0.0533,-20.472,0.11,0.155,96.864
0.242,0.00627,-28.104,0.102,0.217,74.7
0.883,0.3329999999999999,-17.848,0.257,0.964,121.099
0.331,0.0565,-25.238000000000003,0.106,0.32,94.23
0.121,0.045,-17.852999999999998,0.434,0.00418,98.186
0.7340000000000001,0.731,-5.24,0.108,0.705,96.071
0.368,0.318,-10.857,0.118,0.225,112.088
0.5,0.00798,-24.87,0.0711,0.499,72.557
0.107,0.1119999999999999,-19.947,0.0664,0.03,90.227
0.198,0.0565,-29.816,0.111,0.0805,119.861
0.828,0.917,-5.078,0.0384,0.7240000000000001,125.006
0.604,0.7879999999999999,-3.673,0.127,0.301,126.06
0.276,0.196,-23.376,0.111,0.2269999999999999,84.52600000000001
0.51,0.0296,-27.732,0.102,0.157,158.236
0.657,0.3229999999999999,-17.188,0.11,0.301,137.0
0.244,0.0886,-15.014,0.1119999999999999,0.0388,139.064
0.47,0.046,-26.833,0.0952,0.141,79.505
0.642,0.392,-7.846,0.352,0.0479,138.065
0.3939999999999999,0.833,-5.18,0.109,0.362,145.082
0.489,0.126,-23.875,0.132,0.0364,73.005
0.731,0.872,-3.617,0.121,0.931,128.003
0.477,0.807,-5.871,0.0592,0.8009999999999999,157.491
0.291,0.0181,-34.346,0.103,0.47,80.09100000000001
0.0781,0.00389,-42.694,0.37,0.035,171.74599999999998
0.476,0.84,-2.259,0.046,0.648,156.254
0.4639999999999999,0.435,-11.472,0.0855,0.649,87.085
0.772,0.6829999999999999,-2.867,0.0936,0.773,168.04
0.174,0.038,-25.788,0.103,0.103,184.128
0.561,0.283,-14.336,0.3779999999999999,0.13,76.002
0.795,0.738,-6.268,0.0684,0.2269999999999999,97.969
0.738,0.652,-9.781,0.136,0.621,92.996
0.537,0.885,-3.641,0.2739999999999999,0.802,131.69799999999998
0.85,0.748,-3.687,0.0764,0.961,130.07299999999998
0.8759999999999999,0.1119999999999999,-13.738,0.111,0.436,80.016
0.611,0.3279999999999999,-8.437000000000001,0.193,0.6970000000000001,143.077
0.589,0.612,-6.432,0.359,0.583,140.015
0.381,0.894,-8.638,0.0251,0.797,205.528
0.696,0.92,-2.004,0.0603,0.59,104.035
0.925,0.7290000000000001,-6.082999999999999,0.0444,0.828,113.308
0.792,0.7170000000000001,-4.759,0.226,0.466,121.985
0.6579999999999999,0.382,-8.974,0.0602,0.305,117.998
0.7040000000000001,0.6409999999999999,-5.794,0.12,0.514,84.86200000000001
0.608,0.25,-13.130999999999998,0.0839,0.902,136.19
0.679,0.772,-8.946,0.0338,0.7490000000000001,118.129
0.4579999999999999,0.2339999999999999,-14.843,0.182,0.1969999999999999,77.317
0.851,0.406,-11.630999999999998,0.0853,0.792,97.84
0.166,0.171,-27.129,0.13,0.0377,70.005
0.725,0.6659999999999999,-5.513999999999999,0.15,0.5820000000000001,120.139
0.362,0.0382,-40.667,0.0657,0.315,180.03099999999998
0.205,0.00644,-38.382,0.115,0.147,163.137
0.544,0.433,-11.122,0.0921,0.191,95.058
0.703,0.13,-19.086,0.1009999999999999,0.0624,80.014
0.68,0.0456,-21.161,0.13,0.777,138.881
0.502,0.8909999999999999,-4.457,0.2239999999999999,0.337,165.051
0.884,0.346,-8.228,0.0871,0.376,75.016
0.742,0.568,-12.667,0.0511,0.6779999999999999,80.946
0.606,0.6759999999999999,-5.129,0.151,0.82,116.241
0.9,0.7090000000000001,-12.683,0.0863,0.897,105.822
0.675,0.696,-7.347,0.0602,0.478,124.766
0.6509999999999999,0.6990000000000001,-7.867000000000001,0.124,0.8320000000000001,133.793
0.471,0.955,-5.218999999999999,0.162,0.35,139.266
0.3829999999999999,0.659,-5.558,0.0778,0.327,140.795
0.377,0.283,-12.188,0.1669999999999999,0.0796,114.01
0.693,0.593,-8.506,0.407,0.688,165.924
0.456,0.239,-13.063,0.1,0.158,80.702
0.139,0.057,-22.901,0.0967,0.0348,85.89200000000001
0.7559999999999999,0.73,-4.406000000000001,0.0969,0.845,124.024
0.6779999999999999,0.518,-7.79,0.088,0.784,88.00299999999999
0.534,0.159,-14.304,0.109,0.184,80.047
0.462,0.957,-3.304,0.314,0.498,165.112
0.795,0.911,-2.228,0.131,0.8,164.081
0.471,0.136,-19.597,0.119,0.125,57.631
0.563,0.44,-15.98,0.3279999999999999,0.735,133.131
0.369,0.441,-11.879,0.105,0.218,128.968
0.44,0.243,-14.168,0.106,0.0943,113.945
0.557,0.336,-12.351,0.0628,0.382,155.906
0.174,0.00449,-37.192,0.0848,0.0581,67.42
0.623,0.947,-3.934,0.5820000000000001,0.684,146.31799999999998
0.141,0.993,-15.899,0.39,0.0222,139.989
0.25,0.132,-27.297,0.0821,0.162,68.092
0.6629999999999999,0.69,-6.037999999999999,0.103,0.81,149.912
0.368,0.174,-17.293,0.122,0.326,80.06
0.6679999999999999,0.703,-8.192,0.159,0.588,176.889
0.645,0.5479999999999999,-8.135,0.153,0.652,97.004
0.674,0.159,-16.441,0.128,0.298,120.246
0.389,0.0135,-30.773000000000003,0.1159999999999999,0.235,79.904
0.401,0.0273,-30.596,0.107,0.236,133.722
0.476,0.263,-12.036,0.091,0.147,121.107
0.76,0.8420000000000001,-5.558,0.313,0.882,102.987
0.599,0.51,-7.519,0.217,0.524,96.044
0.0,0.00356,-27.949,0.104,0.0,0.0
0.908,0.895,-3.161,0.142,0.794,120.776
0.6759999999999999,0.792,-7.107,0.142,0.588,89.941
0.5760000000000001,0.644,-6.141,0.142,0.313,101.938
0.618,0.746,-6.917000000000001,0.0995,0.6829999999999999,124.031
0.313,0.913,-5.227,0.457,0.466,180.13299999999998
0.723,0.857,-6.466,0.092,0.8590000000000001,124.959
0.591,0.705,-6.519,0.131,0.27,121.799
0.6559999999999999,0.848,-4.539,0.322,0.579,89.94200000000001
0.265,0.168,-17.597,0.445,0.0651,124.46
0.779,0.557,-7.433,0.315,0.481,115.319
0.216,0.0181,-30.87,0.0968,0.04,67.913
0.718,0.5539999999999999,-8.041,0.0766,0.698,113.974
0.422,0.00377,-32.498000000000005,0.092,0.121,127.09
0.899,0.534,-9.811,0.0474,0.6890000000000001,84.49799999999999
0.547,0.605,-6.755,0.125,0.364,121.953
0.496,0.00421,-29.396,0.1119999999999999,0.0682,71.416
0.631,0.937,-3.858,0.327,0.654,101.011
0.257,0.2339999999999999,-14.293,0.131,0.184,127.569
0.785,0.392,-5.721,0.098,0.926,90.012
0.266,0.0662,-21.072,0.102,0.0402,142.161
0.647,0.813,-5.086,0.0884,0.39,170.024
0.159,0.191,-17.058,0.0974,0.355,72.042
0.32,0.223,-14.728,0.106,0.158,160.626
0.186,0.183,-16.074,0.0926,0.0661,86.28299999999999
0.504,0.3339999999999999,-8.142999999999999,0.11,0.245,98.032
0.193,0.0309,-23.801,0.1159999999999999,0.0454,76.752
0.491,0.65,-8.128,0.0927,0.298,176.00099999999998
0.373,0.157,-16.714000000000002,0.0837,0.319,77.483
0.5479999999999999,0.141,-17.897000000000002,0.0809,0.494,139.841
0.645,0.574,-8.684,0.182,0.48,185.988
0.262,0.00373,-36.27,0.0899,0.0557,67.839
0.529,0.665,-8.658,0.068,0.618,80.821
0.1369999999999999,0.0686,-21.733,0.106,0.0479,70.65899999999999
0.684,0.231,-21.574,0.114,0.0492,140.017
0.747,0.573,-6.474,0.0811,0.722,192.763
0.121,0.0485,-27.125,0.154,0.0688,80.794
0.6859999999999999,0.6709999999999999,-10.578,0.362,0.206,125.04
0.586,0.941,-5.138999999999999,0.068,0.831,135.44799999999998
0.379,0.148,-14.999,0.146,0.369,125.05
0.526,0.816,-4.009,0.22,0.414,144.032
0.664,0.6659999999999999,-2.2030000000000003,0.0854,0.405,139.987
0.6890000000000001,0.938,-2.998,0.13,0.73,130.016
0.708,0.9,-3.255,0.153,0.347,120.981
0.537,0.701,-8.913,0.0832,0.583,120.919
0.355,0.0574,-24.443,0.121,0.0388,69.955
0.688,0.386,-11.903,0.102,0.1939999999999999,84.95200000000001
0.501,0.135,-15.075,0.106,0.235,111.813
0.733,0.743,-6.148,0.158,0.5710000000000001,124.287
0.249,0.408,-11.078,0.226,0.052,77.922
0.539,0.4479999999999999,-12.39,0.312,0.16,140.031
0.51,0.8959999999999999,-5.2170000000000005,0.252,0.492,88.03399999999999
0.7959999999999999,0.128,-14.637,0.105,0.079,86.075
0.514,0.624,-9.287,0.307,0.755,166.726
0.7440000000000001,0.82,-5.202999999999999,0.107,0.742,190.104
0.633,0.929,-2.596,0.362,0.184,150.292
0.402,0.669,-7.126,0.128,0.364,159.976
0.3329999999999999,0.985,-2.843,0.226,0.3929999999999999,135.24
0.642,0.27,-14.011,0.1009999999999999,0.672,82.995
0.772,0.655,-11.531,0.0753,0.621,91.995
