Category_1,Store_Score,Score_1,Score_4,weekday
4,-7.202,0.32,124.994,5
6,-6.117,0,164.109,5
2,-8.278,0.873,99.984,5
9,-4.604,1.05E-06,155.305,5
2,-10.867,0.932,67.985,4
11,-17.044,0.946,88.728,4
0,-7.83,0,129.999,6
0,-7.957,0,117.341,6
7,-5.114,0,120.274,5
2,-29.918,0.992,81.529,5
0,-12.024,0.509,90.487,6
2,-7.613,0.73,108.815,0
10,-9.992,0,107.972,4
3,-26.752,0.847,93.777,4
0,-8.914,0.000156,136.029,5
7,-17.335,0.00707,135.331,0
5,-9.258,0.883,122,5
10,-6.238,0,84.507,5
0,-24.421,0.865,122.552,4
1,-10.662,0.0207,92.028,5
3,-20.984,0.939,79.681,4
2,-9.628,0.885,130.197,5
5,-13.611,0.000724,136.993,0
0,-15.574,0.699,73.094,6
10,-3.359,0,91.046,5
9,-6.879,0,106.279,5
7,-22.659,0.83,106.804,1
7,-9.294,0.00283,128.792,5
10,-26.589,0.962,69.47,4
8,-3.713,0,100.066,5
3,-10.88,0.00323,119.754,5
0,-26.698,0.944,73.725,4
7,-25.372,0.925,74.668,4
0,-26.124,0.93,105.03,4
5,-6.631,0,123.944,5
9,-10.491,0.166,112.05,5
8,-27.648,0.939,70.547,5
0,-7.911,1.42E-05,89.985,5
10,-22.464,0.934,133.839,5
0,-19.096,0.000371,145.42,6
5,-21.633,0.954,130.02,5
1,-2.835,0,139.992,6
0,-6.27,0,120.014,6
8,-31.306,0.941,122.064,5
0,-14.128,0.764,60.056,6
7,-2.69,6.86E-06,127.99,5
8,-26.71,0.793,173.267,5
1,-5.758,0.000134,128.04,5
7,-11.406,0.728,134.212,0
5,-13.562,0.774,131.04,1
2,-28.293,0.677,135.575,5
1,-5.162,0,116.029,5
7,-6.971,0.0388,124.998,0
9,-18.615,0.0349,94.404,0
10,-10.591,0.969,115.389,6
3,-8.115,0.000198,86.887,5
2,-31.755,0.702,73.396,5
3,-14.704,0.851,151.622,5
0,-27.193,0.96,53.541,5
0,-13.411,1.71E-05,123.693,5
0,-25.324,0.896,64.844,5
1,-4.101,0,121.908,5
10,-12.952,0,106.328,6
7,-7.542,0.00083,98.746,5
6,-11.007,0,116.183,6
0,-9.118,1.81E-05,121.367,6
5,-33.262,0.919,123.454,4
0,-7.564,0,117.127,4
2,-7.46,5.71E-06,155.701,0
3,-13.989,0.913,168.064,4
5,-6.841,3.80E-06,89.901,5
11,-4.3,1.36E-06,118.975,6
2,-5.867,0,120.027,5
6,-8.317,0,89.98,5
9,-6.546,0,171.121,0
0,-5.567,1.01E-05,97.025,5
5,-10.417,0,188.482,5
8,-5.388,0,170.198,4
0,-7.744,0.767,139.976,6
5,-12.953,0.897,105.011,1
10,-6.165,0.0727,125.013,6
6,-10.823,0,82.141,5
0,-22.763,0.911,76.514,5
1,-32.479,0.933,70.273,5
2,-34.344,0.899,128.238,6
7,-11.4,0.759,175.945,6
0,-7.233,0.00315,143.988,6
5,-13.568,0.829,127.003,5
10,-4.88,0,95.969,5
7,-9.368,0.0722,93.559,6
7,-13.856,0.00308,117.315,1
2,-4.345,0,104.816,4
3,-5.909,0,183.981,5
8,-6.659,0,165.021,6
0,-7.034,0.000922,149.967,5
0,-29.057,0.932,74.923,4
0,-11.563,0,91.752,4
8,-9.912,0,95.001,5
0,-25.743,0.865,97.025,5
7,-17.587,1.28E-05,73.163,4
7,-10.965,0.13,135.128,5
5,-32.189,0.881,71.484,5
6,-5.663,0,95.042,6
9,-3.843,9.31E-05,159.989,5
2,-7.076,0,145.765,5
2,-8.386,0,113.491,5
7,-9.803,0,81.935,6
6,-3.588,1.30E-05,104.98,5
1,-18.412,0.902,80.023,4
4,-5.821,0.764,150.013,0
11,-6.864,0.902,172.004,5
6,-8.526,0,94.342,5
2,-7.079,4.79E-05,109.95,5
9,-35.203,0.799,128.993,3
9,-29.814,0.928,98.961,5
0,-29.243,0.873,52.293,5
10,-27.134,0.895,107.821,5
7,-18.887,1.41E-06,86.549,4
5,-10.95,0.0685,120.035,5
2,-9.6,0.00264,121.961,5
8,-9.941,0.00137,80.401,6
11,-15.172,0,82.055,5
10,-5.948,0,77.217,5
0,-5.361,0,126.04,5
4,-11.949,4.63E-06,97.735,6
0,-9.072,0.893,100.529,5
9,-8.211,0.000209,123.013,5
8,-6.078,0.00581,134.061,6
9,-8.543,0.000116,140.022,6
7,-4.613,2.61E-05,170.114,6
8,-3.721,0,99.633,5
1,-6.638,5.39E-05,150.011,5
9,-23.979,0.87,68.533,5
1,-3.183,0,95.977,5
9,-7.018,1.48E-05,89.952,5
5,-3.769,1.49E-05,109.919,6
11,-18.512,0.961,92.003,6
7,-9.368,0.407,97.989,5
7,-13.964,2.05E-05,122.728,6
4,-5.128,1.49E-06,88.335,5
10,-24.57,0.973,68.649,4
1,-12.505,0.0165,99.991,5
9,-5.251,1.10E-06,125.97,4
10,-9.88,0.000256,121.482,5
7,-12.22,0.837,141.155,4
1,-14.986,0.886,77.531,5
9,-17.796,0.94,72.822,6
1,-1.802,0.000799,126.006,5
7,-27.584,0.924,122.789,4
1,-13.313,0.0127,114.055,6
10,-10.675,0.0129,125.906,6
0,-9.755,0.00545,144.816,5
5,-15.075,0.417,111.813,6
9,-4.94,0,137.933,5
1,-8.932,0.00919,189.161,5
2,-7.797,0.00013,140.109,5
10,-11.573,0.00074,97.311,5
1,-4.195,0,117,5
9,-5.217,1.43E-05,109.974,5
0,-26.048,0.946,184.017,5
7,-10.65,9.17E-05,138.134,6
11,-4.312,1.03E-06,122.048,5
10,-11.536,0.00155,182.647,5
2,-6.645,0,85.057,5
7,-18.367,0.614,124.204,5
2,-7.731,0.841,91.578,4
9,-28.864,0.951,178.953,4
7,-33.749,0.754,69.683,5
2,-22.702,0.949,51.607,5
4,-9.283,0.109,126.021,1
2,-3.203,0.00859,127.908,6
6,-8.054,0.823,94.014,5
6,-24.162,0.953,140.64,4
11,-3.09,0,172.091,4
0,-8.456,1.67E-05,86.577,5
9,-7.799,0.00174,121.028,6
8,-25.569,0.967,139.148,4
0,-7.803,0.881,98.747,5
2,-16.238,0.375,172.053,6
0,-4.363,0,175.886,5
0,-22.992,0.961,124.251,5
5,-26.951,0.954,173.529,4
1,-7.328,0.0123,73.012,5
10,-29.708,0.872,69.809,5
4,-7.149,0.0102,122.993,5
10,-5.106,5.39E-06,139.984,5
6,-10.313,0.00602,73.773,5
6,-6.223,0.000254,130.006,6
1,-6.026,0.00029,183.975,5
11,-23.594,0.937,78.884,4
2,-12.451,0.818,69.986,4
2,-5.591,0,174.319,6
8,-8.399,2.84E-05,144.855,6
10,-8.531,0.0137,119.965,5
7,-4.184,0.000254,121.966,5
9,-9.246,0.715,140.079,5
10,-8.274,0.817,122.018,0
1,-5.709,0,170.004,5
10,-10.222,0.893,130.204,5
7,-4.107,0.00718,90.314,5
1,-27.888,0.959,78.056,6
1,-3.212,0.000834,149.99,5
0,-25.437,0.886,114.774,6
0,-10.911,6.19E-06,80.578,6
0,-10.693,0.0277,140.671,5
1,-6.3,0,151.221,5
5,-21.554,0.86,94.891,6
1,-18.27,0.897,112.947,5
0,-29.707,0.903,78.378,5
3,-6.762,0.000152,114.965,6
6,-11.833,0.00456,116.292,6
9,-3.757,0.623,137.895,5
0,-25.214,0.959,174.739,5
8,-2.002,5.47E-05,100.031,5
9,-6.46,0,95.016,5
10,-5.915,0,129.745,6
7,-11.829,3.48E-05,89.949,0
2,-4.742,0.00029,142.039,5
0,-21.254,0.00863,98.321,5
9,-9.05,0,80.425,5
9,-4.329,0.081,135.016,5
11,-6.964,0,127.954,5
0,-7.001,3.27E-06,110.014,6
8,-6.708,0.000384,160.02,5
10,-6.655,0,83.012,4
4,-9.596,0.0507,77.94,0
4,-9.124,0.867,118.994,0
8,-12.784,0.547,59.043,5
6,-13.774,0.833,160.054,0
0,-21.915,0.849,85.577,5
10,-12.527,0.0162,87.284,5
2,-33.974,0.955,66.685,1
2,-16.511,0.956,82.946,5
10,-3.407,0,143.095,5
11,-3.289,0.00362,186.124,5
7,-28,0.944,58.006,4
6,-7.073,9.10E-05,123.419,6
7,-5.695,0.000219,155.074,5
5,-18.32,0.933,87.241,1
9,-4.032,0,83.495,5
11,-7.754,6.80E-05,126.988,5
5,-3.787,0,124.975,5
1,-7.876,3.97E-06,125.44,5
1,-6.215,0.121,160.046,5
1,-28.861,0.865,70.348,5
0,-24.051,0.94,130.368,6
8,-10.603,0,76.45,5
11,-3.841,3.83E-06,101.009,5
9,-10.353,0.832,131.116,5
0,-21.967,0.929,70.826,4
7,-6.362,0,95.799,5
6,-8.003,0.0494,80.579,6
7,-5.595,0.00258,94.933,5
3,-6.216,3.50E-05,75.99,6
5,-14.302,0.000752,131.571,5
9,-3.239,0.000199,127.883,5
6,-2.781,0,93.993,5
4,-4.65,0,171.797,5
4,-15.397,0.441,157.845,5
9,-7.383,0.000143,118.287,0
0,-25.23,0.959,150.12,6
4,-6.471,0.00381,133.402,6
0,-12.077,0,171.319,6
10,-7.408,0.0596,95.283,5
5,-12.612,0.988,78.249,5
0,-15.649,0.799,68.095,5
2,-15.988,7.81E-05,85.34,6
8,-6.717,0.9,126,5
9,-3.954,0.0305,143.976,5
7,-9.76,1.17E-06,180.027,6
10,-23.926,0.926,86.884,5
1,-13.668,0.935,167.992,4
3,-4.275,0.00241,126.113,5
11,-5.996,0.0723,97.57,6
8,-0.345,4.71E-05,149.354,5
7,-14.051,0.0209,101.023,5
4,-22.053,0.728,140.192,5
2,-6.192,0,112.024,5
6,-3.901,0,129.855,5
10,-7.725,0,90.98,5
2,-5.955,0.00991,135.642,5
2,-5.497,0,74.988,5
2,-8.508,0.636,172.116,4
0,-18.567,0.877,68.78,4
0,-16.996,0.931,179.706,5
7,-12.143,0.938,136.001,3
4,-12.784,0,100.058,5
10,-7.189,0.802,94.823,5
2,-4.368,0,89.96,5
10,-6.875,0.714,119.99,5
9,-29.78,0.95,201.559,4
7,-4.905,5.07E-05,137.046,5
4,-13.852,0,87.225,5
0,-13.854,0.769,78.014,0
9,-9.044,0,130.039,5
1,-5.724,0,89.88,5
8,-7.778,0.868,80.363,4
7,-5.929,0,134.019,6
8,-7.064,0,119.93,6
9,-24.963,0.948,129.572,3
6,-12.638,0.0423,128.974,5
0,-1.254,0,144.912,5
2,-38.92,0.898,65.342,4
9,-6.581,0.867,95.003,4
11,-25.436,0.946,163.392,5
7,-28.882,0.969,68.359,4
1,-5.352,8.83E-06,103.008,5
5,-10.271,0.0222,102.17,6
11,-26.51,0.919,62.834,5
7,-7.474,7.88E-06,130.663,5
6,-33.213,0.849,76.873,5
2,-12.988,0.95,80.239,4
0,-9.573,0.257,142.411,4
8,-3.049,0,98.013,5
2,-7.011,0.000443,137.547,5
10,-10.73,0.000169,72.235,6
2,-6.596,0,99.165,5
9,-4.214,0,133.987,5
1,-11.471,4.70E-06,82.049,6
3,-11.758,0.000707,96.927,5
9,-7.781,9.38E-06,118.731,5
0,-11.012,0.512,82.004,0
0,-14.107,0.0254,70.522,5
4,-10.944,0,79.636,5
0,-15.666,0.815,169.964,4
8,-3.945,0.000387,170.102,5
10,-22.078,0.946,110.968,5
8,-19.146,0.789,71.217,6
1,-1.483,0,150.009,5
9,-12.353,0.896,117.997,6
2,-5.987,0.0268,120.115,6
1,-8.604,0.000219,131.011,6
10,-8.288,0.00821,103.285,5
8,-9.059,4.46E-05,84.958,6
3,-27.558,0.932,63.542,4
2,-14.772,0.896,77.949,5
7,-6.352,0.00175,169.647,0
1,-26.723,0.861,79.078,4
5,-18.805,0.927,72.45,5
3,-3.788,0,144.859,5
9,-35.191,0.821,138.736,5
10,-10.636,0.000383,77.025,5
1,-6.233,0,139.918,5
3,-9.764,0.00848,84.99,5
1,-9.302,0,97.891,5
0,-3.906,0,115.491,5
11,-5.119,0,131.938,5
8,-5.52,0,158.046,5
11,-6.459,2.12E-06,81.976,5
4,-3.243,0.0002,173.875,6
10,-20.153,0.841,111.007,0
10,-23.681,0.963,79.466,5
2,-32.152,0.931,66.001,4
2,-7.605,0.000946,115.025,6
11,-5.869,0,129.999,6
2,-15.367,0,80.204,5
0,-4.159,0.00136,125.031,5
5,-6.214,5.21E-06,136.99,6
5,-16.346,0.536,77.512,6
5,-8.837,6.35E-05,164.924,6
0,-21.599,0.82,90.353,5
0,-12.915,0.895,113.372,5
11,-29.71,0.923,48.54,4
1,-9.062,0.0009,105.241,5
1,-27.191,0.849,113.476,6
5,-4.304,1.06E-06,134.985,5
1,-6.531,0.000392,143.896,5
4,-4.532,0.74,140.073,4
9,-19.054,0.00549,87.512,1
8,-3.103,0,118.701,5
4,-4.973,0,159.651,5
7,-5.363,0,153.315,5
10,-6.764,0,104.181,5
8,-9.542,0,89.979,5
6,-9.414,0.975,129.445,6
2,-6.61,0.0181,111.346,6
0,-4.854,0.0216,123.9,5
5,-6.969,0.921,128.021,0
7,-5.166,0.764,85.423,6
3,-31.826,0.959,90.673,5
11,-8.855,0.0671,149.966,0
4,-6.137,1.95E-05,141.97,5
2,-3.261,0,175.653,4
5,-9.981,0.0006,174.794,5
6,-7.267,0.127,160.738,5
7,-3.329,1.19E-06,86.986,5
1,-5.29,0,81.947,5
1,-4.44,0,97.012,5
11,-5.567,0,78.828,6
7,-5.121,4.10E-06,81.824,5
7,-3.899,0.000747,127.204,5
7,-2.098,0,105.586,5
7,-5.702,0,116.912,6
3,-22.451,0.939,104.422,4
0,-25.693,0.89,90.514,4
4,-7.179,0.00249,129.969,5
0,-2.243,0,120.015,5
2,-37.689,0.909,66.238,1
0,-4.927,0,101.022,5
2,-9.81,0.0148,176.527,6
0,-18.975,0.826,152.111,4
0,-8.552,0,87.582,5
8,-8.132,0,75.008,6
0,-4.096,1.98E-06,74.954,6
5,-12.686,0.884,171.439,6
7,-6.852,0,124.986,5
9,-9.062,0.3,176.031,5
8,-8.698,0,112.295,5
7,-5.497,0.000132,130.077,5
5,-7.616,0.823,138.023,4
8,-25.016,0.911,86.774,4
4,-6.547,0,149.725,6
7,-4.354,0.211,110.289,5
0,-4.057,0,92.213,5
0,-4.73,0,124.032,6
5,-33.708,0.887,65.689,5
8,-24.263,0.976,88.43,6
9,-7.555,0,91.977,6
7,-20.771,0.996,139.691,5
4,-3.577,0.00572,106.001,6
0,-20.308,0.953,132.733,4
10,-22.142,0.896,138.231,5
9,-4.575,0.000101,118.388,5
0,-5.844,1.37E-05,140.003,5
11,-13.679,0.145,105.407,0
9,-8.563,0.842,81.036,4
7,-32.328,0.962,66.008,4
8,-4.48,0,142.058,5
7,-22.751,0.973,66.287,5
8,-21.297,0.826,115.036,4
5,-10.39,0,78.68,5
2,-19.16,0.866,80.829,5
0,-5.191,0,110.048,5
9,-8.416,0.000183,120.009,6
0,-4.761,0.000163,163.077,3
1,-6.802,8.95E-05,129.915,5
0,-24.827,0.957,80.307,5
10,-6.298,0.00165,177.354,5
2,-8.481,0.000118,115.037,5
6,-9.639,0,101.92,6
2,-7.827,1.96E-05,75.982,5
2,-5.396,0,113.967,6
11,-8.189,2.60E-05,85.993,5
0,-20.648,0.882,79.937,1
9,-26.045,0.883,129.699,0
7,-5.259,0,132.718,6
0,-21.039,0.0233,97.755,5
7,-7.043,0.00267,127.964,5
0,-5.682,0.000172,139.022,5
9,-5.464,4.35E-06,102.489,6
10,-16.595,0.394,129.998,0
1,-7.387,0.684,132.999,6
9,-7.567,0,75.329,5
0,-5.849,0.000176,96.848,5
7,-10.767,0.419,122.654,6
6,-19.302,0.955,76.695,5
6,-6.371,0.00235,178.036,5
7,-17.149,0.961,115.896,5
8,-15.767,0.873,144.16,4
4,-6.92,4.39E-05,102.969,6
10,-7.182,0,92.049,6
2,-6.607,4.11E-06,154.943,5
7,-9.198,0.000403,128.909,5
5,-11.448,0.83,117.999,0
4,-5.894,0.883,160.533,0
5,-7.312,0.818,79.787,4
10,-3.731,0,190.097,5
11,-4.459,0,128.062,5
1,-4.229,0.00247,104.719,5
9,-8.179,0,89.91,6
0,-4.612,0,119.963,5
1,-13.255,0.0139,111.858,5
6,-6.016,0,141.996,5
2,-20.674,0.929,63.966,5
1,-5.803,0.863,160.09,4
1,-13.18,3.53E-06,105.929,5
9,-5.653,0.0104,153.398,5
0,-8.499,0.155,95.005,5
1,-7.163,0,109.415,5
5,-5.865,0,104.054,6
2,-10.596,0.000516,135.95,5
7,-4.668,0,123.877,5
7,-6.352,0.00183,169.691,0
11,-21.223,0.909,85.846,5
7,-13.735,0.876,120.046,0
2,-12.3,0.00854,109.744,0
7,-7.466,0.0992,103.986,5
5,-5.952,0.000197,125.074,6
4,-9.247,1.17E-06,129.968,0
7,-12.679,0.00309,118.704,4
2,-2.953,5.13E-05,127.98,5
10,-4.483,0.000693,141.661,6
9,-9.514,0.277,174.107,5
7,-25.859,0.919,83.41,5
0,-30.403,0.944,160.063,5
1,-11.231,0.00114,141.084,5
8,-15.116,0.891,60.87,1
0,-12.707,0.0542,120.146,6
1,-2.74,0.172,87.743,5
1,-4.175,2.98E-06,137.973,5
8,-12.589,2.46E-06,93.236,5
0,-33.966,0.966,93.685,5
0,-4.21,6.64E-05,96.988,5
11,-7.585,0,109.883,5
9,-4.712,4.70E-05,97.558,5
0,-16.795,0.925,81.805,6
2,-20.456,0.00899,78.101,6
11,-6.313,0,100.965,6
3,-9.777,0.14,134.519,5
7,-34.716,0.911,81.92,5
9,-7.197,0.874,179.977,4
10,-4.644,0,89.991,5
2,-8.333,0.000146,71.668,5
1,-9.215,0,142.508,5
10,-12.303,0.919,75.234,4
2,-8.815,0,153.119,6
9,-23.263,0.896,90.072,5
1,-4.77,0,135.175,5
2,-6.248,0,156.066,6
7,-33.898,0.95,69.875,4
7,-7.411,0.861,81.137,4
7,-10.964,0,150.572,5
8,-4.915,0,150.103,4
3,-16.637,1.34E-05,76.55,5
2,-23.203,0.96,211.692,4
8,-3.268,0.000537,170.091,6
8,-2.836,0,155.966,6
5,-29.252,0.951,63.716,6
6,-7.897,0,112.68,5
9,-29.036,0.961,74.789,5
1,-8.389,0,156.197,4
11,-7.209,0,91.019,5
9,-7.381,0.899,159.865,4
7,-3.528,0.000121,141.938,5
9,-4.749,0.000353,112.023,5
6,-17.745,0.876,154.799,4
6,-7.409,0.00535,140.054,6
5,-7.818,1.19E-05,187.497,4
1,-15.15,0.889,160.227,5
0,-3.414,4.04E-05,141.551,6
0,-8.104,2.00E-06,178.138,6
7,-10.602,0.00116,90.134,5
1,-6.59,0.903,129.296,0
3,-27.689,0.959,99.873,4
5,-11.81,0.0647,140.126,6
1,-8.824,0.000307,118.818,6
11,-25.247,0.907,120.169,4
3,-4.288,0.0101,119.055,6
2,-10.345,8.30E-05,124.825,5
8,-5.273,0,99.964,5
2,-6.983,0.00225,104.84,0
2,-17.132,0.933,79.951,6
9,-8.953,0,72.541,5
0,-6.256,0,100.032,5
9,-4.257,0,99.936,5
11,-2.675,0,83.819,6
2,-4.323,3.40E-06,89.944,3
4,-3.366,0.000196,183.979,6
5,-10.456,4.96E-05,148.037,5
8,-11.54,0.911,199.975,0
8,-7.713,0,106.852,5
6,-7.625,0,171.848,5
2,-24.713,0.897,101.983,2
8,-4.704,0,93.954,4
2,-7.829,6.00E-05,78.996,6
5,-12.962,0.843,39.901,4
2,-3.899,0,123.047,5
7,-9.714,3.94E-05,121.748,5
4,-10.475,4.71E-05,96.342,5
10,-5.021,0,134.945,5
4,-5.799,0,77.726,5
11,-37.342,0.984,64.528,5
9,-23.911,0.87,134.917,5
1,-5.847,0.00206,87.462,5
8,-20.749,0.838,88.171,5
7,-16.623,0.929,135.901,6
9,-27.124,0.952,42.791,5
9,-39.245,0.913,91.621,5
9,-12.334,0,169.637,6
0,-9.711,0.00186,122.308,6
8,-15.961,0.206,93.126,5
0,-11.338,0.0401,81.052,6
1,-5.203,0,96.458,6
1,-8.69,0,119.992,4
6,-7.378,0,126.951,6
11,-13.435,2.16E-05,183.118,6
5,-20.506,0.699,112.493,5
9,-9.954,4.17E-05,151.747,5
9,-7.881,0,96.035,0
9,-7.509,0.23,109.295,6
2,-5.779,0,155.894,5
4,-7.291,3.27E-06,112.457,6
3,-2.774,2.10E-05,184.916,5
11,-7.243,1.83E-05,121.996,4
0,-14.683,0.935,135.563,5
1,-15.011,0.359,120.006,4
3,-27.623,0.939,78.662,5
2,-31.364,0.913,100.713,4
5,-23.526,0.964,205.094,5
5,-4.098,0,179.964,5
2,-9.827,0.899,125.451,5
11,-11.726,0.126,137.358,5
8,-6.7,0.00574,111.301,6
2,-10.87,0.00828,76.469,0
8,-8.383,0,90.899,5
4,-4.582,0,183.887,5
9,-8.635,4.65E-05,81.999,5
0,-5.845,8.41E-05,95.055,5
9,-3.852,0.000169,159.974,5
7,-28.403,0.956,59.414,3
10,-6.188,0.00647,120.003,6
2,-3.142,0,123.055,6
7,-11.179,0.00158,140.026,6
5,-4.035,0,121.981,5
8,-15.924,0.672,92.033,4
11,-13.354,0.184,172.137,5
9,-6.376,0,97.989,5
4,-9.842,0,83.472,5
2,-10.594,0,146.148,6
3,-20.502,0.364,136.589,0
0,-14.159,0.865,68.868,6
4,-8.696,0.00902,109.085,6
4,-28.745,0.94,114.295,6
10,-6.958,0,171.925,5
6,-2.572,0,123.962,5
2,-5.075,0.000132,142.144,5
11,-5.373,0.308,107.017,5
2,-16.456,0.799,120.143,5
0,-7.423,0.0334,85.158,6
1,-5.794,0,80.003,5
1,-14.81,0.913,142,4
2,-30.319,0.921,180.031,5
2,-7.911,3.53E-05,137.38,6
0,-5.089,0.616,113.213,5
5,-9.89,0.000423,110.005,6
11,-4.503,0,155.082,5
3,-8.375,0.00051,119.959,6
4,-27.261,0.96,70.663,4
7,-4.848,0.000833,123.546,5
2,-26.897,0.957,62.515,5
0,-5.482,0.621,124.032,4
6,-15.12,0,132.147,1
9,-6.446,0.822,124.965,5
7,-10.643,0.368,94.887,5
4,-4.636,0.00122,179.343,6
8,-31.202,0.931,129.868,5
10,-34.914,0.768,166.244,5
4,-1.692,0,164.847,5
11,-8.79,0.909,128.006,5
9,-36.334,0.861,71.944,5
11,-8.964,0.000262,115.1,5
6,-3.787,0,102.977,5
1,-8.338,0,102.991,6
0,-26.206,0.956,99.34,5
2,-3.073,0,99.931,6
11,-15.13,0.0236,78.802,5
9,-31.326,0.94,126.739,5
0,-15.152,0.888,80.046,4
5,-6.828,0,150.201,6
6,-8.966,1.07E-06,116.047,6
9,-9.958,0.46,123.988,5
8,-6.646,0,189.857,6
3,-26.969,0.952,106.537,4
9,-3.799,0,104.975,5
0,-25.592,0.917,68.708,4
10,-8,0.0674,100.247,6
6,-12.376,0.856,106.931,4
3,-10.429,2.82E-05,91.547,6
2,-22.88,0.892,93.713,4
0,-5.862,0,79.297,6
8,-12.101,0.795,126.021,6
2,-30.954,0.575,64.47,5
0,-3.243,0,115.047,5
9,-7.498,0.000984,123.858,5
2,-4.328,0,88.931,5
1,-8.281,0,144.031,6
6,-3.373,0.00101,154.916,5
9,-5.96,0,124.971,5
2,-8.208,0.893,130.45,6
11,-17.18,0.0155,123.179,6
4,-6.102,0,179.351,5
0,-10.775,2.12E-05,79.82,6
1,-31.265,0.962,71.835,5
10,-8.263,0.838,125.005,5
0,-9.538,1.37E-05,104.044,6
9,-6.812,1.72E-05,132.043,4
5,-10.036,0.0277,129.18,5
1,-5.184,0.00184,92.007,5
2,-4.384,1.99E-06,119.994,5
11,-6.067,0,147.366,5
8,-17.466,0.272,66.834,6
2,-5.685,0,102.983,5
9,-6.179,0,120.004,5
0,-33.087,0.59,66.333,5
0,-28.806,0.38,70.822,5
8,-7.238,0.00412,106.025,5
2,-11.181,0.00195,121.019,5
0,-5.554,0,102.021,5
2,-4.081,1.09E-05,97.053,5
5,-14.464,0.981,116.793,5
8,-3.583,0,157.054,5
10,-7.257,7.85E-06,200.163,6
8,-6.889,0,125.997,5
11,-13.349,0.25,113.01,6
3,-7.621,0,140.175,4
4,-6.11,7.51E-06,97.98,5
0,-32.952,0.897,113.636,5
11,-11.633,0.0306,112.711,6
0,-6.312,0,122.974,5
0,-7.118,5.32E-05,109.73,5
1,-15.243,0.000892,98.995,5
5,-10.587,0.868,124.991,1
5,-30.243,0.52,141.742,5
4,-14.605,6.06E-06,139.582,6
6,-8.882,0.815,120.007,0
5,-15.3,0.000151,81.895,6
1,-12.865,0.742,132.973,5
4,-4.526,0.0693,139.986,6
7,-4.821,6.60E-06,179.984,5
4,-12.512,0.891,120.027,5
7,-10.965,0.13,135.128,5
10,-30.369,0.962,72.166,4
10,-23.239,0.0277,81.111,4
4,-2.986,0,128.992,5
0,-3.818,0,85.663,6
0,-6.953,0.000288,125.038,5
1,-12.215,0.000121,118.912,6
2,-5.049,0,159.308,5
0,-4.943,0,126.111,5
2,-1.512,5.49E-06,98.055,5
6,-9.173,2.98E-06,92.044,6
7,-29.538,0.913,136.676,5
7,-4.306,0,150.033,5
1,-31.13,0.842,78.438,5
8,-17.49,0.91,61.773,4
9,-7.271,0.922,93.013,6
6,-15.658,0.000907,87.016,5
5,-6.221,0,91.877,0
7,-12.823,0.00015,145.095,5
5,-16.066,2.43E-06,71.676,5
2,-8.721,0.848,115.092,4
11,-4.591,0,92.003,5
9,-8.368,0.212,125.915,5
3,-4.316,0,125.022,5
1,-10.487,9.29E-06,120.954,0
2,-6.205,0,163.753,3
0,-9.86,0.169,113.591,5
0,-5.356,0.000417,137.028,5
5,-19.012,0.919,113.189,5
9,-6.046,0.000249,100.1,5
8,-6.315,0.0238,139.968,6
9,-16.842,0.742,144.087,5
0,-4.479,0,96.819,6
3,-11.957,0.254,125.591,0
7,-15.965,0.943,164.053,4
8,-7.63,0,94.999,5
8,-6.312,0,95.05,6
2,-21.396,0.341,73.848,3
9,-23.216,0.877,68.988,4
2,-6.866,5.24E-05,103.908,5
9,-7.252,0.639,174.266,5
10,-9.124,1.96E-06,82.996,6
5,-6.371,0.00118,136.282,5
7,-9.646,0.0072,133.548,6
9,-6.039,0,116.947,5
11,-9.935,0,146.52,5
6,-5.948,0.41,88.216,5
8,-6.138,0.712,91.032,4
0,-16.585,0.945,127.231,4
8,-13.504,0.084,95.087,5
2,-17.185,0.99,130.224,4
10,-5.314,0.763,134.21,5
8,-8.531,2.75E-05,139.928,5
2,-2.821,7.32E-06,96.997,6
9,-4.51,8.33E-05,104.001,6
4,-7.742,0,128.298,6
4,-9.71,0.0999,74.92,2
0,-13.212,0.909,35.822,3
7,-4.237,0,79.727,5
4,-3.828,0,161.997,5
0,-7.788,0.000517,102.559,5
10,-12.42,0.859,120.014,0
9,-7.319,0.823,123.972,5
9,-6.455,0.000306,122.042,6
0,-9.7,9.11E-05,120.829,5
3,-24.718,0.941,68.316,5
2,-3.405,0,127.812,5
7,-3.883,0,177.94,6
5,-26.291,0.876,81.774,5
10,-17.46,0.918,140.003,0
3,-27.298,0.932,109.679,5
0,-2.344,0.00168,126.989,5
3,-21.496,0.12,93.72,5
2,-7.186,3.87E-06,98.082,6
8,-9.559,0.882,80.013,4
0,-7.897,0,129.889,5
5,-9.357,0.00531,94.034,6
5,-2.347,0.202,79.99,5
2,-20.966,0.919,91.624,4
7,-16.415,0.814,115.063,5
3,-23.508,0.975,77.862,4
2,-13.655,0.891,68.478,5
0,-3.296,0.000179,122.528,6
10,-33.327,0.715,79.664,5
9,-5.397,1.31E-06,107.384,6
11,-25.598,0.813,65.404,5
11,-28.403,0.915,118.521,5
5,-31.238,0.912,76.678,6
10,-12.875,0.717,88.011,4
10,-19.932,0.907,135.427,5
5,-10.345,0.746,87.968,5
7,-18.854,0.947,89.828,5
5,-8.878,0.0214,133.518,5
2,-25.963,0.578,112.603,5
7,-18.071,0.958,134.916,5
2,-12.367,0,196.656,6
2,-13.816,0.0346,148.988,6
