Store_Ratio,Basket_Ratio,Store_Score
0.628,0.737,-4.437
0.7090000000000001,0.718,-5.39
0.643,0.682,-7.15
0.501,0.405,-5.678999999999999
0.618,0.457,-9.326
0.8140000000000001,0.847,-6.404
0.4429999999999999,0.4029999999999999,-8.339
0.2019999999999999,0.285,-15.779000000000002
0.757,0.203,-14.425999999999998
0.153,0.00923,-32.158
0.611,0.71,-6.19
0.521,0.7040000000000001,-5.772
0.524,0.6659999999999999,-6.301
0.726,0.4629999999999999,-7.827999999999999
0.132,0.0492,-27.945
0.612,0.631,-4.9910000000000005
0.531,0.7709999999999999,-6.452000000000001
0.6409999999999999,0.634,-7.832000000000001
0.321,0.0566,-26.859
0.6,0.861,-3.975
0.409,0.544,-8.947000000000001
0.545,0.998,-3.645
0.685,0.244,-14.351
0.598,0.0979,-19.917
0.855,0.515,-7.574
0.547,0.091,-19.388
0.2019999999999999,0.0269,-31.439
0.858,0.426,-8.879
0.515,0.0999,-21.126
0.56,0.68,-7.648
0.4529999999999999,0.971,-4.239
0.88,0.8140000000000001,-6.307
0.7190000000000001,0.775,-5.742000000000001
0.718,0.691,-6.44
0.816,0.669,-5.943
0.713,0.6890000000000001,-5.598
0.665,0.6729999999999999,-7.95
0.55,0.501,-8.527000000000001
0.594,0.161,-11.815
0.642,0.57,-12.557
0.498,0.141,-17.14
0.77,0.759,-4.9110000000000005
0.401,0.165,-14.152
0.541,0.09,-14.066
0.853,0.588,-5.473
0.527,0.0968,-29.574
0.5760000000000001,0.432,-13.642
0.59,0.63,-6.735
0.5770000000000001,0.828,-9.805
0.7290000000000001,0.7929999999999999,-4.646
0.6920000000000001,0.8140000000000001,-3.863
0.562,0.381,-10.248
0.203,0.174,-16.662
0.0612,0.017,-25.783
0.62,0.906,-3.638
0.281,0.58,-5.9670000000000005
0.605,0.7040000000000001,-6.564
0.585,0.619,-12.923
0.632,0.59,-10.206
0.486,0.944,-3.924
0.3829999999999999,0.292,-15.23
0.7929999999999999,0.715,-4.513999999999999
0.746,0.456,-12.344
0.466,0.496,-6.606
0.115,0.0852,-24.414
0.7609999999999999,0.518,-8.871
0.737,0.21,-19.176
0.546,0.91,-6.736000000000001
0.496,0.8370000000000001,-3.682
0.7829999999999999,0.542,-8.62
0.7909999999999999,0.65,-5.332000000000001
0.732,0.396,-9.639
0.494,0.476,-13.002
0.349,0.381,-7.198
0.639,0.727,-8.96
0.4679999999999999,0.8590000000000001,-6.835
0.486,0.41,-11.689
0.2789999999999999,0.4539999999999999,-7.733
0.752,0.764,-4.399
0.184,0.2,-16.465
0.2269999999999999,0.035,-24.533
0.6779999999999999,0.65,-8.875
0.432,0.852,-4.865
0.3829999999999999,0.0768,-22.084
0.564,0.455,-12.078
0.18,0.0584,-23.256
0.638,0.142,-17.038
0.632,0.284,-19.478
0.514,0.884,-3.765
0.64,0.5710000000000001,-3.714
0.546,0.945,-4.399
0.52,0.601,-7.803999999999999
0.415,0.416,-7.966
0.414,0.568,-4.905
0.5579999999999999,0.818,-4.07
0.8340000000000001,0.945,-6.527
0.738,0.88,-5.364
0.695,0.762,-3.497
0.191,0.0547,-25.451
0.5429999999999999,0.611,-10.63
0.44,0.632,-11.475
0.7559999999999999,0.505,-12.567
0.6459999999999999,0.831,-6.011
0.172,0.109,-19.785
0.677,0.7709999999999999,-6.204
0.455,0.737,-3.964
0.626,0.88,-2.384
0.13,0.0121,-36.782
0.419,0.287,-16.891
0.381,0.2769999999999999,-9.984
0.283,0.35,-9.256
0.735,0.5,-11.297
0.136,0.995,-30.118
0.348,0.6859999999999999,-12.748
0.159,0.00491,-30.416
0.511,0.406,-19.385
0.936,0.55,-12.744000000000002
0.491,0.583,-10.964
0.7490000000000001,0.748,-5.783
0.7979999999999999,0.539,-6.351
0.481,0.826,-6.974
0.649,0.297,-14.452
0.496,0.7490000000000001,-7.042000000000001
0.332,0.3979999999999999,-17.482
0.561,0.652,-11.094
0.665,0.94,-3.606
0.604,0.4589999999999999,-13.19
0.742,0.48,-7.985
0.477,0.994,-4.953
0.148,0.0978,-22.617
0.649,0.7170000000000001,-5.17
0.476,0.261,-11.81
0.6759999999999999,0.882,-4.486000000000001
0.581,0.5589999999999999,-7.591
0.758,0.496,-6.122999999999999
0.7070000000000001,0.6409999999999999,-8.757
0.481,0.132,-13.96
0.377,0.173,-21.377
0.556,0.386,-10.192
0.657,0.6609999999999999,-4.86
0.504,0.973,-2.887
0.595,0.865,-6.439
0.514,0.612,-5.981
0.12,0.0113,-32.891
0.942,0.152,-19.656
0.782,0.753,-8.703
0.523,0.758,-9.81
0.89,0.407,-11.32
0.621,0.589,-16.027
0.241,0.1169999999999999,-19.552
0.5710000000000001,0.3989999999999999,-11.919
0.5720000000000001,0.3329999999999999,-12.866
0.537,0.488,-9.492
0.53,0.5429999999999999,-9.258
0.284,0.0433,-26.377
0.653,0.8759999999999999,-5.016
0.8190000000000001,0.493,-6.925
0.517,0.652,-6.153
0.354,0.731,-9.178
0.163,0.977,-3.585
0.685,0.291,-12.423
0.41,0.478,-7.778
0.4589999999999999,0.8909999999999999,-5.057
0.588,0.597,-9.616
0.528,0.135,-13.25
0.0637,0.946,-30.965
0.2739999999999999,0.5670000000000001,-5.98
0.662,0.861,-4.759
0.434,0.0142,-29.944000000000003
0.282,0.00689,-26.903
0.384,0.733,-6.522
0.846,0.483,-8.994
0.396,0.198,-9.096
0.237,0.0311,-30.822
0.449,0.412,-11.293
0.416,0.6809999999999999,-7.122000000000001
0.5660000000000001,0.155,-18.76
0.8440000000000001,0.961,-5.095
0.843,0.547,-12.015999999999998
0.8420000000000001,0.7340000000000001,-5.065
0.4579999999999999,0.5720000000000001,-7.187
0.451,0.318,-16.9
0.804,0.54,-8.575
0.446,0.759,-5.742000000000001
0.607,0.8290000000000001,-4.074
0.527,0.535,-6.825
0.609,0.923,-3.908
0.466,0.0532,-21.766
0.529,0.0609,-23.48
0.286,0.0304,-29.016
0.42,0.353,-10.154
0.841,0.823,-5.6610000000000005
0.71,0.283,-13.245
0.679,0.465,-16.616
0.866,0.5579999999999999,-6.2
0.428,0.911,-5.336
0.0,0.0421,-26.134
0.693,0.797,-4.19
0.141,0.0449,-26.108
0.759,0.639,-8.085
0.877,0.8540000000000001,-4.523
0.82,0.593,-14.352
0.687,0.792,-2.749
0.561,0.652,-11.094
0.286,0.168,-16.032
0.63,0.698,-4.51
0.5579999999999999,0.211,-16.546
0.642,0.233,-16.567999999999998
0.618,0.615,-5.609
0.823,0.765,-1.695
0.674,0.522,-7.77
0.389,0.00546,-26.897
0.713,0.746,-4.99
0.26,0.216,-21.924
0.136,0.0152,-31.307
0.285,0.908,-4.601
0.402,0.539,-11.062
0.698,0.774,-8.642000000000001
0.282,0.939,-6.479
0.57,0.606,-6.864
0.345,0.775,-5.158
0.456,0.456,-16.055
0.657,0.356,-11.808
0.38,0.3329999999999999,-11.507
0.557,0.511,-6.787999999999999
0.494,0.946,-2.757
0.511,0.0482,-28.722
0.637,0.75,-8.664
0.542,0.0263,-30.078000000000003
0.667,0.574,-9.847
0.532,0.6629999999999999,-5.886
0.609,0.505,-7.866
0.4589999999999999,0.427,-7.734
0.69,0.447,-11.343
0.7959999999999999,0.91,-0.39
0.64,0.852,-8.119
0.3229999999999999,0.331,-11.326
0.77,0.875,-3.479
0.779,0.705,-3.895
0.286,0.0304,-29.016
0.161,0.0443,-28.872
0.505,0.657,-5.24
0.7070000000000001,0.299,-12.468
0.657,0.0328,-19.184
0.263,0.209,-17.385
0.767,0.907,-7.109
0.573,0.462,-9.287
0.6890000000000001,0.5820000000000001,-6.778
0.805,0.315,-14.755999999999998
0.363,0.0263,-29.73
0.479,0.795,-6.408
0.6890000000000001,0.7390000000000001,-4.928
0.4579999999999999,0.351,-6.049
0.805,0.346,-10.126
0.414,0.53,-9.587
0.764,0.32,-7.209
0.38,0.242,-21.746
0.196,0.174,-20.187
0.6609999999999999,0.531,-7.574
0.868,0.635,-6.352
0.5820000000000001,0.742,-6.921
0.332,0.0111,-31.938
0.541,0.677,-10.764
0.373,0.123,-15.193
0.723,0.7170000000000001,-4.544
0.88,0.7509999999999999,-4.258
0.754,0.7909999999999999,-4.14
0.62,0.8009999999999999,-10.775
0.509,0.706,-3.4530000000000003
0.581,0.257,-10.079
0.87,0.76,-6.187
0.0612,0.017,-25.783
0.546,0.471,-6.73
0.514,0.882,-5.306
0.7070000000000001,0.833,-2.587
0.705,0.914,-5.74
0.347,0.0228,-29.033
0.755,0.871,-3.61
0.433,0.478,-9.401
0.672,0.855,-3.764
0.7140000000000001,0.3929999999999999,-10.157
0.304,0.0483,-29.533
0.609,0.6679999999999999,-4.284
0.47,0.431,-6.129
0.754,0.953,-3.06
0.773,0.561,-10.224
0.506,0.22,-13.371
0.606,0.853,-2.975
0.5820000000000001,0.127,-18.607
0.828,0.588,-7.14
0.183,0.0367,-31.018
0.481,0.435,-15.576
0.698,0.691,-5.924
0.865,0.57,-11.083
0.838,0.8190000000000001,-4.681
0.0877,0.0763,-23.986
0.7979999999999999,0.675,-5.041
0.28,0.996,-3.762
0.312,0.3779999999999999,-10.956
0.4379999999999999,0.428,-14.861
0.6920000000000001,0.598,-7.893
0.113,0.146,-20.486
0.451,0.0873,-16.815
0.395,0.934,-3.5810000000000004
0.778,0.73,-4.925
0.726,0.787,-2.494
0.667,0.877,-4.541
0.473,0.898,-3.537
0.321,0.22,-12.608
0.444,0.7709999999999999,-4.127
0.7390000000000001,0.7170000000000001,-5.122999999999999
0.654,0.506,-17.18
0.597,0.892,-5.121
0.261,0.0257,-25.711
0.203,0.25,-18.586
0.372,0.444,-9.036
0.644,0.267,-18.116
0.7090000000000001,0.954,-4.6530000000000005
0.382,0.0499,-25.262
0.741,0.667,-5.445
0.504,0.6709999999999999,-5.792000000000001
0.54,0.96,-2.971
0.645,0.312,-9.209
0.662,0.7390000000000001,-5.354
0.165,0.00847,-33.25
0.562,0.6829999999999999,-6.178999999999999
0.636,0.7609999999999999,-7.752000000000001
0.74,0.867,-7.84
0.374,0.47,-8.708
0.231,0.0816,-20.785
0.7140000000000001,0.434,-11.542
0.467,0.942,-4.117
0.376,0.204,-10.011
0.432,0.936,-4.537
0.705,0.769,-5.526
0.385,0.0115,-28.865
0.65,0.286,-15.878
0.8370000000000001,0.6509999999999999,-7.009
0.286,0.0304,-29.016
0.545,0.755,-8.437999999999999
0.643,0.436,-12.245
0.812,0.439,-7.093
0.313,0.317,-12.295
0.956,0.375,-7.456
0.358,0.557,-7.398
0.725,0.5710000000000001,-6.007000000000001
0.5589999999999999,0.884,-2.864
0.3229999999999999,0.405,-8.533
0.922,0.921,-5.026
0.3979999999999999,0.173,-17.447
0.79,0.542,-4.119
0.677,0.175,-11.793
0.868,0.638,-7.746
0.514,0.74,-4.572
0.302,0.375,-10.091
0.1119999999999999,0.0137,-28.804
0.361,0.24,-15.626
0.531,0.8590000000000001,-4.364
0.488,0.833,-3.876
0.544,0.0124,-13.425999999999998
0.283,0.964,-4.475
0.607,0.536,-7.306
0.62,0.273,-17.869
0.73,0.648,-6.405
0.733,0.8390000000000001,-2.839
0.461,0.387,-13.956
0.48,0.535,-8.507
0.259,0.871,-5.754
0.44,0.301,-10.269
0.366,0.5660000000000001,-11.527
0.674,0.866,-2.545
0.325,0.0549,-28.726
0.475,0.922,-5.136
0.514,0.258,-9.666
0.476,0.248,-17.401
0.5579999999999999,0.467,-8.82
0.633,0.8340000000000001,-3.834
0.735,0.5479999999999999,-4.747
0.733,0.718,-7.149
0.57,0.606,-6.864
0.591,0.703,-6.211
0.41,0.326,-8.872
0.365,0.1159999999999999,-27.249
0.72,0.672,-6.852
0.0927,0.26,-21.011
0.481,0.392,-8.2
0.298,0.825,-8.052999999999999
0.508,0.67,-5.127000000000001
0.588,0.236,-14.452
0.654,0.873,-6.01
0.408,0.292,-9.755
0.802,0.86,-2.917
0.657,0.0328,-19.184
0.511,0.363,-13.799
0.319,0.011,-33.665
0.88,0.685,-8.557
0.441,0.466,-9.101
0.653,0.445,-8.749
0.6679999999999999,0.779,-11.089
0.78,0.4539999999999999,-9.133
0.342,0.135,-13.416
0.602,0.931,-9.185
0.752,0.2019999999999999,-9.806
0.4589999999999999,0.0287,-31.405
0.728,0.4539999999999999,-9.281
0.574,0.2789999999999999,-15.666
0.626,0.611,-7.525
0.713,0.526,-5.046
0.392,0.629,-7.056
0.195,0.499,-18.162
0.769,0.879,-4.552
0.609,0.81,-7.209
0.726,0.747,-7.362999999999999
0.752,0.505,-7.621
0.406,0.0307,-17.636
0.149,0.899,-14.05
0.2,0.00461,-32.499
0.62,0.838,-6.42
0.618,0.89,-6.425
0.815,0.647,-7.162000000000001
0.682,0.924,-5.402
0.0666,0.0552,-29.921
0.2,0.0967,-26.579
0.519,0.134,-16.085
0.475,0.124,-9.463
0.6579999999999999,0.632,-6.5920000000000005
0.6609999999999999,0.486,-10.56
0.5329999999999999,0.563,-11.047
0.5660000000000001,0.748,-10.79
0.555,0.973,-3.804
0.512,0.812,-4.809
0.5870000000000001,0.58,-7.867000000000001
0.497,0.532,-9.259
0.665,0.525,-11.866
0.624,0.298,-6.299
0.185,0.7170000000000001,-27.888
0.5329999999999999,0.797,-4.989
0.103,0.815,-24.469
0.677,0.473,-9.616
0.5670000000000001,0.735,-8.939
0.8059999999999999,0.8290000000000001,-5.124
0.792,0.7170000000000001,-4.759
0.484,0.0292,-23.059
0.703,0.288,-12.755
0.624,0.6940000000000001,-8.084
0.588,0.522,-6.254
0.146,0.154,-16.92
0.502,0.65,-4.27
0.821,0.741,-4.57
0.402,0.0798,-19.753
0.385,0.0145,-30.373
0.584,0.7,-4.275
0.742,0.391,-14.195
0.557,0.143,-16.314
0.7559999999999999,0.609,-3.579
0.375,0.181,-21.702
0.556,0.787,-5.006
0.8290000000000001,0.539,-7.359
0.3339999999999999,0.107,-15.668
0.181,0.0467,-28.959
0.275,0.47,-10.385
0.698,0.6,-7.127000000000001
0.475,0.033,-27.662
0.825,0.367,-6.787999999999999
0.414,0.0903,-17.557000000000002
0.8059999999999999,0.8490000000000001,-9.07
0.53,0.575,-8.775
0.416,0.0548,-21.41
0.192,0.00927,-36.807
0.583,0.0819,-24.991
0.496,0.8959999999999999,-1.235
0.159,0.00491,-30.416
0.81,0.66,-5.003
0.601,0.467,-10.041
0.2339999999999999,0.3329999999999999,-18.284
0.812,0.0276,-14.748
0.764,0.575,-9.989
0.76,0.395,-13.771
0.578,0.857,-3.78
0.395,0.373,-9.994
0.109,0.0693,-21.196
0.142,0.154,-18.59
0.746,0.598,-6.537999999999999
0.469,0.427,-7.954
0.693,0.8240000000000001,-7.858
0.384,0.0144,-27.796
0.787,0.637,-10.974
0.508,0.805,-6.077999999999999
0.652,0.145,-16.389
0.6940000000000001,0.654,-9.148
0.755,0.7979999999999999,-5.542999999999999
0.615,0.46,-6.087999999999999
0.594,0.497,-5.26
0.135,0.00213,-37.865
0.126,0.0671,-24.075
0.8240000000000001,0.705,-8.095
0.66,0.586,-5.975
0.357,0.043,-24.968000000000004
0.382,0.7490000000000001,-4.533
0.313,0.53,-8.522
0.52,0.732,-4.563
0.919,0.5660000000000001,-6.14
0.481,0.973,-1.945
0.83,0.585,-6.476
0.392,0.105,-19.75
0.565,0.33,-11.984000000000002
0.481,0.979,-3.383
0.148,0.144,-20.631
0.206,0.355,-8.571
0.624,0.257,-13.341
0.4589999999999999,0.424,-7.27
0.631,0.485,-8.704
0.0646,0.00223,-29.924
0.36,0.5329999999999999,-4.394
0.326,0.0475,-30.088
0.8059999999999999,0.5579999999999999,-6.46
0.8290000000000001,0.47,-7.626
0.482,0.103,-28.133000000000003
0.4429999999999999,0.0316,-25.607
0.71,0.0798,-17.262
0.307,0.962,-4.662
0.525,0.649,-4.802
0.511,0.7979999999999999,-4.314
0.53,0.807,-5.768
0.376,0.29,-10.157
0.903,0.327,-9.727
0.525,0.738,-6.231
0.6890000000000001,0.841,-3.74
0.27,0.964,-4.545
0.8029999999999999,0.324,-13.058
0.162,0.00719,-32.384
0.5529999999999999,0.429,-12.51
0.746,0.7859999999999999,-7.273
0.5429999999999999,0.13,-15.474
0.276,0.128,-27.003
0.8190000000000001,0.615,-9.957
0.147,0.381,-28.083
0.603,0.642,-9.645
0.726,0.317,-11.64
0.265,0.233,-16.922
0.787,0.193,-19.714
0.298,0.799,-6.962000000000001
0.7070000000000001,0.955,-4.593
0.6579999999999999,0.7490000000000001,-2.967
0.184,0.115,-26.733
0.182,0.033,-24.523000000000003
0.382,0.867,-7.426
0.19,0.998,-16.58
0.268,0.3339999999999999,-8.877
0.63,0.601,-7.521
0.366,0.956,-3.725
0.6679999999999999,0.321,-11.569
0.726,0.565,-10.355
0.512,0.852,-7.802
0.516,0.0661,-24.948
0.5720000000000001,0.529,-6.897
0.545,0.639,-8.277000000000001
0.6459999999999999,0.3339999999999999,-20.239
0.6729999999999999,0.892,-3.617
0.561,0.0848,-15.099
0.647,0.198,-18.946
0.635,0.926,-5.589
0.6609999999999999,0.1369999999999999,-18.33
0.779,0.867,-3.704
0.475,0.128,-17.601
0.42,0.272,-14.843
0.432,0.705,-8.274
0.344,0.748,-3.91
0.141,0.087,-23.517
0.845,0.631,-8.206
0.331,0.564,-6.274
0.374,0.191,-14.061
0.188,0.139,-21.075
0.387,0.00793,-29.192
0.877,0.812,-8.011000000000001
0.879,0.573,-8.113
0.589,0.797,-5.464
0.434,0.0142,-29.944000000000003
0.0756,0.0458,-24.092
0.281,0.0333,-31.46
0.32,0.327,-9.733
0.8170000000000001,0.4039999999999999,-10.119
0.6940000000000001,0.968,-3.803
0.61,0.82,-10.029
0.8320000000000001,0.15,-10.468
0.5489999999999999,0.0209,-20.595
0.8859999999999999,0.84,-3.386
0.537,0.674,-5.134
0.514,0.755,-8.455
0.457,0.926,-3.259
0.723,0.898,-2.55
0.879,0.495,-10.584
0.7909999999999999,0.568,-9.593
0.629,0.506,-11.768
0.573,0.303,-11.68
0.7829999999999999,0.295,-8.329
0.303,0.0234,-30.495
0.652,0.75,-6.068
0.901,0.478,-7.39
0.5539999999999999,0.878,-4.271
0.475,0.0602,-17.528
0.441,0.241,-15.865
0.301,0.3829999999999999,-12.925999999999998
0.706,0.555,-9.386
0.565,0.625,-10.088
0.262,0.0026899999999999,-27.58
0.555,0.933,-6.287000000000001
0.281,0.00943,-22.661
0.7440000000000001,0.249,-17.473
0.5660000000000001,0.5760000000000001,-7.652
0.5429999999999999,0.0645,-20.108
0.3329999999999999,0.0856,-21.033
0.607,0.737,-5.362
0.763,0.296,-10.611
0.207,0.0537,-26.829
0.7879999999999999,0.805,-4.084
0.557,0.7909999999999999,-7.2010000000000005
0.843,0.836,-2.474
0.662,0.384,-12.634
0.284,0.0708,-26.969
0.5329999999999999,0.907,-3.793
0.6609999999999999,0.7829999999999999,-8.987
0.183,0.139,-23.424
0.445,0.332,-11.181
0.527,0.955,-3.415
0.35,0.978,-1.999
0.687,0.792,-2.749
0.914,0.516,-4.178
0.652,0.104,-15.407
0.618,0.82,-4.593
0.7979999999999999,0.715,-4.423
0.258,0.132,-28.306
0.693,0.857,-4.852
0.606,0.282,-12.207
0.1369999999999999,0.916,-4.428999999999999
0.427,0.304,-9.661
0.883,0.4639999999999999,-11.251
0.534,0.441,-5.86
0.664,0.476,-11.223
0.611,0.379,-7.183
0.355,0.847,-13.649
0.387,0.34,-10.447
0.5870000000000001,0.622,-5.535
0.755,0.3779999999999999,-7.601
0.625,0.903,-4.912
0.636,0.725,-8.786
0.584,0.685,-7.811
0.156,0.172,-14.483
0.674,0.843,-6.876
0.0,0.0114,-18.766
0.75,0.95,-2.938
0.778,0.8740000000000001,-2.803
0.638,0.541,-9.043
0.84,0.7659999999999999,-4.12
0.2769999999999999,0.67,-9.381
0.698,0.7859999999999999,-6.367000000000001
0.737,0.802,-4.771
0.649,0.8420000000000001,-4.146
0.6659999999999999,0.8540000000000001,-8.442
0.763,0.807,-3.714
0.472,0.601,-12.751
0.774,0.747,-3.908
0.5,0.8240000000000001,-5.846
0.5529999999999999,0.823,-1.786
0.6,0.688,-8.339
0.268,0.0841,-19.337
0.8029999999999999,0.7959999999999999,-5.077
0.674,0.8809999999999999,-2.853
0.785,0.525,-7.556
0.4589999999999999,0.966,-3.985
0.731,0.573,-10.059
0.7140000000000001,0.928,-5.425
0.497,0.625,-6.792000000000001
0.181,0.0287,-33.787
0.805,0.401,-7.615
0.27,0.0118,-28.505
0.421,0.102,-25.999
0.659,0.7959999999999999,-7.29
0.555,0.21,-12.335
0.639,0.299,-17.293
0.779,0.93,-0.595
0.281,0.521,-5.678999999999999
0.524,0.147,-15.185
0.179,0.912,-3.881
0.504,0.8320000000000001,-4.625
0.794,0.858,-9.811
0.703,0.8190000000000001,-6.579
0.544,0.915,-3.405
0.71,0.743,-10.553
0.642,0.445,-17.279
0.616,0.867,-6.147
0.7390000000000001,0.701,-5.542000000000001
0.855,0.624,-4.093
0.732,0.629,-10.951
0.143,0.196,-21.431
0.8140000000000001,0.923,-4.525
0.745,0.736,-5.257999999999999
0.555,0.22,-13.717
0.608,0.83,-5.396
0.797,0.452,-8.325
0.105,0.0183,-31.458
0.653,0.809,-4.057
0.624,0.628,-6.582000000000001
0.8859999999999999,0.6,-5.093
0.726,0.7709999999999999,-6.234
0.748,0.611,-4.426
0.615,0.7020000000000001,-9.686
0.513,0.88,-4.69
0.407,0.959,-2.967
0.667,0.0981,-15.544
0.846,0.8270000000000001,-7.148
0.556,0.0938,-20.552
0.509,0.31,-10.623
0.598,0.6779999999999999,-4.645
0.748,0.7879999999999999,-7.055
0.741,0.6829999999999999,-5.8660000000000005
0.0875,0.99,-31.687
0.485,0.111,-15.193
0.3989999999999999,0.0212,-24.852
0.11,0.0562,-28.996
0.4679999999999999,0.0182,-30.345
0.6809999999999999,0.5870000000000001,-5.419
0.746,0.55,-10.943
0.395,0.973,-3.459
0.392,0.0344,-25.927
0.889,0.924,-3.659
0.499,0.0204,-21.838
0.188,0.95,-16.489
0.105,0.154,-14.355
0.379,0.0591,-27.298
0.0706,0.036,-32.402
0.41,0.0505,-22.943
0.473,0.0244,-28.273000000000003
0.6990000000000001,0.7140000000000001,-3.466
0.7440000000000001,0.7140000000000001,-11.18
0.43,0.142,-16.176
0.7509999999999999,0.975,-3.024
0.741,0.672,-11.105
0.435,0.737,-6.562
0.3879999999999999,0.8,-6.33
0.561,0.547,-5.345
0.432,0.436,-11.04
0.575,0.33,-6.557
0.493,0.0412,-18.783
0.38,0.0342,-29.643
0.255,0.987,-27.093000000000004
0.471,0.843,-5.702000000000001
0.286,0.1989999999999999,-17.012
0.8220000000000001,0.78,-5.003
0.488,0.879,-3.329
0.529,0.31,-12.159
0.516,0.182,-14.48
0.79,0.298,-13.380999999999998
0.785,0.3229999999999999,-16.539
0.642,0.45,-10.638
0.659,0.1989999999999999,-16.499000000000002
0.672,0.855,-3.764
0.58,0.434,-10.708
0.5720000000000001,0.426,-11.633
0.654,0.607,-8.047
0.7290000000000001,0.447,-9.038
0.239,0.195,-16.646
0.726,0.562,-8.226
0.757,0.727,-6.001
0.65,0.625,-10.122
0.536,0.73,-4.302
0.5479999999999999,0.889,-4.682
0.561,0.0026899999999999,-26.323
0.6609999999999999,0.708,-4.3580000000000005
0.659,0.6679999999999999,-11.143
0.6940000000000001,0.77,-5.335
0.685,0.391,-7.183
0.813,0.762,-8.038
0.57,0.25,-12.793
0.6990000000000001,0.633,-6.733
0.76,0.7440000000000001,-8.056000000000001
0.602,0.32,-11.977
0.653,0.763,-6.697
0.6629999999999999,0.685,-11.907
0.7709999999999999,0.917,-7.103
0.316,0.948,-2.06
0.511,0.31,-13.733
0.7340000000000001,0.812,-5.922000000000001
0.778,0.317,-10.732
0.6829999999999999,0.401,-8.491
0.397,0.00716,-31.102
0.266,0.0205,-29.372
0.61,0.894,-1.838
0.6459999999999999,0.238,-10.550999999999998
0.1689999999999999,0.04,-23.092
0.83,0.585,-6.476
0.131,0.173,-22.839
0.792,0.6709999999999999,-10.068
0.629,0.208,-16.225
0.72,0.802,-5.797000000000001
0.639,0.5820000000000001,-10.968
0.861,0.432,-8.389
0.693,0.705,-5.747000000000001
0.524,0.7979999999999999,-9.961
0.8270000000000001,0.682,-7.111000000000001
0.32,0.00892,-29.206
0.354,0.123,-22.452
0.752,0.812,-4.41
0.493,0.83,-5.983
0.49,0.296,-18.49
0.6859999999999999,0.733,-4.601
0.6759999999999999,0.696,-6.68
0.657,0.4589999999999999,-7.74
0.532,0.00248,-28.933000000000003
0.625,0.632,-9.284
0.654,0.4589999999999999,-9.977
0.472,0.0613,-25.993
0.653,0.44,-12.063
0.7020000000000001,0.7440000000000001,-5.698
0.652,0.374,-14.592
0.32,0.4529999999999999,-9.537
0.568,0.0653,-21.144
0.737,0.907,-4.356
0.506,0.128,-17.741
0.212,0.996,-2.732
0.175,0.00134,-26.147
0.562,0.13,-20.586
0.36,0.0418,-28.528
0.509,0.289,-8.3
0.477,0.426,-6.961
0.306,0.3979999999999999,-12.767
0.825,0.752,-6.8260000000000005
0.812,0.703,-6.129
0.292,0.7140000000000001,-4.919
0.648,0.939,-3.818
0.158,0.204,-15.358
0.5529999999999999,0.395,-8.317
0.166,0.769,-21.081
0.672,0.1009999999999999,-26.62
0.759,0.6559999999999999,-7.592
0.2789999999999999,0.0342,-29.696
0.634,0.283,-13.818
0.643,0.952,-3.588
0.11,0.981,-22.456
0.557,0.3929999999999999,-12.664
0.743,0.7659999999999999,-6.375
0.547,0.0174,-25.614
0.8590000000000001,0.665,-10.268
0.414,0.936,-2.407
0.5820000000000001,0.31,-11.889
0.728,0.0216,-40.917
0.391,0.243,-15.92
0.586,0.953,-0.8029999999999999
0.748,0.645,-7.644
0.639,0.923,-5.707999999999999
0.7859999999999999,0.604,-7.608
0.349,0.431,-12.585
0.473,0.1369999999999999,-16.586
0.753,0.8740000000000001,-8.626
0.45,0.211,-10.099
0.6459999999999999,0.605,-6.625
0.7879999999999999,0.682,-7.826
0.1939999999999999,1.0,-15.652
0.618,0.523,-7.581
0.7190000000000001,0.546,-10.239
0.3329999999999999,0.0575,-22.933000000000003
0.7859999999999999,0.6970000000000001,-4.564
0.7120000000000001,0.531,-5.745
0.6409999999999999,0.637,-10.92
0.191,0.13,-28.665
0.327,0.527,-4.485
0.633,0.727,-4.104
0.698,0.7190000000000001,-4.923
0.273,0.1369999999999999,-14.582
0.53,0.0319,-27.52
0.733,0.6759999999999999,-5.655
0.528,0.742,-7.044
0.579,0.736,-3.863
0.6859999999999999,0.1939999999999999,-13.914
0.633,0.357,-9.366
0.659,0.5710000000000001,-5.654
0.539,0.0888,-24.233
0.0938,0.0237,-30.634
0.489,0.262,-10.317
0.597,0.613,-8.182
0.523,0.644,-7.028
0.642,0.257,-14.282
0.452,0.33,-15.278
0.193,0.125,-23.423
0.7759999999999999,0.3929999999999999,-17.542
0.502,0.309,-12.12
0.79,0.0802,-19.795
0.581,0.304,-9.707
0.802,0.7559999999999999,-10.791
0.7040000000000001,0.542,-10.523
0.727,0.293,-15.048
0.8109999999999999,0.41,-8.214
0.612,0.7759999999999999,-5.277
0.871,0.816,-4.527
0.331,0.55,-6.483
0.492,0.225,-10.598
0.552,0.387,-12.804
0.4029999999999999,0.245,-11.862
0.7490000000000001,0.877,-1.839
0.384,0.733,-6.522
0.347,0.2239999999999999,-20.858
0.552,0.698,-4.817
0.58,0.586,-6.882999999999999
0.5479999999999999,0.5379999999999999,-7.395
0.593,0.7759999999999999,-4.343
0.421,0.0029,-26.907
0.395,0.238,-16.089000000000002
0.626,0.247,-14.287
0.7909999999999999,0.509,-8.918
0.546,0.847,-9.797
0.291,0.0181,-34.346
0.321,0.0331,-30.093000000000004
